,MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
233,2023-01-19 20:17:41.109,1,8512,0
234,2023-01-19 20:17:41.109,0,197732,0
235,2023-01-19 20:17:41.109,3,Foreground - Microsoft Visual Studio,0
236,2023-01-19 20:17:41.109,10,0,0
237,2023-01-19 20:17:41.109,4,devenv.exe,0
238,2023-01-19 20:17:41.109,2,15864,0
239,2023-01-19 20:17:41.109,11,0,0
240,2023-01-19 20:17:43.115,7,1123,0
241,2023-01-19 20:17:43.115,1,10116,0
242,2023-01-19 20:17:43.115,2,5084,0
243,2023-01-19 20:17:43.115,6,130,0
244,2023-01-19 20:17:43.115,8,130,0
245,2023-01-19 20:17:43.115,9,649,0
246,2023-01-19 20:17:43.115,10,0,0
247,2023-01-19 20:17:43.115,11,0,0
248,2023-01-19 20:17:43.115,3,esrv.exe,0
249,2023-01-19 20:17:43.115,0,592100,0
250,2023-01-19 20:17:43.115,4,VsDebugConsole.exe,0
251,2023-01-19 20:17:43.115,5,ConsoleWindowClass,0
252,2023-01-19 20:17:44.122,11,0,0
253,2023-01-19 20:17:44.122,2,7616,0
254,2023-01-19 20:17:44.122,7,1848,0
255,2023-01-19 20:17:44.122,6,855,0
256,2023-01-19 20:17:44.122,1,7384,0
257,2023-01-19 20:17:44.122,0,1378400,0
258,2023-01-19 20:17:44.122,8,534,0
259,2023-01-19 20:17:44.122,9,1053,0
260,2023-01-19 20:17:44.122,10,0,0
261,2023-01-19 20:17:44.122,5,ConsoleWindowClass,0
262,2023-01-19 20:17:44.122,4,Unable To Open Process,0
263,2023-01-19 20:17:44.122,3,Administrator: Command Prompt,0
264,2023-01-19 20:17:46.138,2,5084,0
265,2023-01-19 20:17:46.138,5,ConsoleWindowClass,0
266,2023-01-19 20:17:46.138,0,592100,0
267,2023-01-19 20:17:46.138,1,10116,0
268,2023-01-19 20:17:46.138,3,esrv.exe,0
269,2023-01-19 20:17:46.138,6,130,0
270,2023-01-19 20:17:46.138,7,1123,0
271,2023-01-19 20:17:46.138,4,VsDebugConsole.exe,0
272,2023-01-19 20:17:46.138,9,649,0
273,2023-01-19 20:17:46.138,10,0,0
274,2023-01-19 20:17:46.138,11,0,0
275,2023-01-19 20:17:46.138,8,130,0
276,2023-01-19 20:17:49.153,0,65956,0
277,2023-01-19 20:17:49.153,11,1,0
278,2023-01-19 20:17:49.153,8,282,0
279,2023-01-19 20:17:49.153,5,Windows.UI.Core.CoreWindow,0
280,2023-01-19 20:17:49.153,4,SearchHost.exe,0
