,MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA,Time_Used
0,2023-01-15 18:20:31.552,4,s0,0,0.0
1,2023-01-15 18:20:31.552,4,VsDebugConsole.exe,0,2.023
2,2023-01-15 18:20:33.575,4,explorer.exe,0,3.031
3,2023-01-15 18:20:36.606,4,VsDebugConsole.exe,0,3.021
4,2023-01-15 18:20:39.627,4,devenv.exe,0,1.015
5,2023-01-15 18:20:40.642,4,ApplicationFrameHost.exe,0,1.011
6,2023-01-15 18:20:41.653,4,devenv.exe,0,3.023
7,2023-01-15 18:20:44.676,4,VsDebugConsole.exe,0,0.0
8,2023-01-15 18:21:45.136,4,s0,0,0.0
9,2023-01-15 18:21:45.136,4,VsDebugConsole.exe,0,3.007
10,2023-01-15 18:21:48.143,4,ApplicationFrameHost.exe,0,17.203
11,2023-01-15 18:22:05.346,4,explorer.exe,0,13.156
12,2023-01-15 18:22:18.502,4,ApplicationFrameHost.exe,0,10.098
13,2023-01-15 18:22:28.600,4,explorer.exe,0,16.222
14,2023-01-15 18:22:44.822,4,ApplicationFrameHost.exe,0,7.037
15,2023-01-15 18:22:51.859,4,explorer.exe,0,91.028
16,2023-01-15 18:24:22.887,4,chrome.exe,0,14.132
17,2023-01-15 18:24:37.019,4,explorer.exe,0,25.223
18,2023-01-15 18:25:02.242,4,ApplicationFrameHost.exe,0,9.072
19,2023-01-15 18:25:11.314,4,chrome.exe,0,64.538
20,2023-01-15 18:26:15.852,4,explorer.exe,0,3.037
21,2023-01-15 18:26:18.889,4,ApplicationFrameHost.exe,0,10.091
22,2023-01-15 18:26:28.980,4,ShellExperienceHost.exe,0,3.025
23,2023-01-15 18:26:32.005,4,ApplicationFrameHost.exe,0,101.909
24,2023-01-15 18:28:13.914,4,SearchApp.exe,0,1.015
25,2023-01-15 18:28:14.929,4,ApplicationFrameHost.exe,0,5.032
26,2023-01-15 18:28:19.961,4,SearchApp.exe,0,5.051
27,2023-01-15 18:28:25.012,4,explorer.exe,0,2.028
28,2023-01-15 18:28:27.040,4,Unable To Open Process,0,21.186
29,2023-01-15 18:28:48.226,4,ApplicationFrameHost.exe,0,8.086
30,2023-01-15 18:28:56.312,4,Unable To Open Process,0,22.19
31,2023-01-15 18:29:18.502,4,ApplicationFrameHost.exe,0,37.31
32,2023-01-15 18:29:55.812,4,Unable To Open Process,0,162.437
33,2023-01-15 18:32:38.249,4,ApplicationFrameHost.exe,0,10.1
34,2023-01-15 18:32:48.349,4,Unable To Open Process,0,6.056
35,2023-01-15 18:32:54.405,4,ApplicationFrameHost.exe,0,1.005
36,2023-01-15 18:32:55.410,4,Unable To Open Process,0,15.126
37,2023-01-15 18:33:10.536,4,ApplicationFrameHost.exe,0,1.012
38,2023-01-15 18:33:11.548,4,Unable To Open Process,0,41.403
39,2023-01-15 18:33:52.951,4,ApplicationFrameHost.exe,0,1.011
40,2023-01-15 18:33:53.962,4,Unable To Open Process,0,7.08
41,2023-01-15 18:34:01.042,4,ApplicationFrameHost.exe,0,2.027
42,2023-01-15 18:34:03.069,4,Unable To Open Process,0,12.116
43,2023-01-15 18:34:15.185,4,ApplicationFrameHost.exe,0,1.011
44,2023-01-15 18:34:16.196,4,Unable To Open Process,0,10.097
45,2023-01-15 18:34:26.293,4,SearchApp.exe,0,1.01
46,2023-01-15 18:34:27.303,4,explorer.exe,0,1.003
47,2023-01-15 18:34:28.306,4,SnippingTool.exe,0,10.09
48,2023-01-15 18:34:38.396,4,Unable To Open Process,0,1.013
49,2023-01-15 18:34:39.409,4,SnippingTool.exe,0,2.012
50,2023-01-15 18:34:41.421,4,ApplicationFrameHost.exe,0,5.04
51,2023-01-15 18:34:46.461,4,Unable To Open Process,0,74.628
52,2023-01-15 18:36:01.089,4,ApplicationFrameHost.exe,0,1.013
53,2023-01-15 18:36:02.102,4,Unable To Open Process,0,34.276
54,2023-01-15 18:36:36.378,4,ApplicationFrameHost.exe,0,2.014
55,2023-01-15 18:36:38.392,4,Unable To Open Process,0,101.947
56,2023-01-15 18:38:20.339,4,ApplicationFrameHost.exe,0,62.515
57,2023-01-15 18:39:22.854,4,Unable To Open Process,0,32.277
58,2023-01-15 18:39:55.131,4,VsDebugConsole.exe,0,14.132
59,2023-01-15 18:40:09.263,4,Unable To Open Process,0,9.068
60,2023-01-15 18:40:18.331,4,devenv.exe,0,23.166
61,2023-01-15 18:40:41.497,4,chrome.exe,0,44.352
62,2023-01-15 18:41:25.849,4,devenv.exe,0,12.101
63,2023-01-15 18:41:37.950,4,chrome.exe,0,26.194
64,2023-01-15 18:42:04.144,4,devenv.exe,0,4.038
65,2023-01-15 18:42:08.182,4,Unable To Open Process,0,11.099
66,2023-01-15 18:42:19.281,4,devenv.exe,0,1.016
67,2023-01-15 18:42:20.297,4,Unable To Open Process,0,2.007
68,2023-01-15 18:42:22.304,4,ApplicationFrameHost.exe,0,2.013
69,2023-01-15 18:42:24.317,4,Unable To Open Process,0,22.185
70,2023-01-15 18:42:46.502,4,devenv.exe,0,26.242
71,2023-01-15 18:43:12.744,4,Unable To Open Process,0,3.011
72,2023-01-15 18:43:15.755,4,VsDebugConsole.exe,0,16.116
73,2023-01-15 18:43:31.871,4,Unable To Open Process,0,7.05
74,2023-01-15 18:43:38.921,4,explorer.exe,0,3.031
75,2023-01-15 18:43:41.952,4,devenv.exe,0,2.028
76,2023-01-15 18:43:43.980,4,Unable To Open Process,0,51.419
77,2023-01-15 18:44:35.399,4,VsDebugConsole.exe,0,2.019
78,2023-01-15 18:44:37.418,4,chrome.exe,0,80.616
79,2023-01-15 18:45:58.034,4,VsDebugConsole.exe,0,7.016
80,2023-01-15 18:46:05.050,4,ApplicationFrameHost.exe,0,62.126
81,2023-01-15 18:47:07.176,4,chrome.exe,0,2776.676
82,2023-01-15 19:33:23.852,4,devenv.exe,0,1.0
83,2023-01-15 19:33:24.852,4,VsDebugConsole.exe,0,1.003
84,2023-01-15 19:33:25.855,4,chrome.exe,0,1412.247
85,2023-01-15 19:56:58.102,4,Unable To Open Process,0,1.017
86,2023-01-15 19:56:59.119,4,chrome.exe,0,1.01
87,2023-01-15 19:57:00.129,4,VsDebugConsole.exe,0,15.11
88,2023-01-15 19:57:15.239,4,explorer.exe,0,31.114
89,2023-01-15 19:57:46.353,4,VsDebugConsole.exe,0,7.019
90,2023-01-15 19:57:53.372,4,chrome.exe,0,62.456
91,2023-01-15 19:58:55.828,4,SnippingTool.exe,0,2.02
92,2023-01-15 19:58:57.848,4,chrome.exe,0,1.003
93,2023-01-15 19:58:58.851,4,SnippingTool.exe,0,3.023
94,2023-01-15 19:59:01.874,4,chrome.exe,0,282.298
95,2023-01-15 20:03:44.172,4,VsDebugConsole.exe,0,3.035
96,2023-01-15 20:03:47.207,4,chrome.exe,0,72.543
97,2023-01-15 20:04:59.750,4,ShellExperienceHost.exe,0,2.021
98,2023-01-15 20:05:01.771,4,chrome.exe,0,289.082
99,2023-01-15 20:09:50.853,4,explorer.exe,0,1.012
100,2023-01-15 20:09:51.865,4,chrome.exe,0,1383.12
101,2023-01-15 20:32:54.985,4,ShellExperienceHost.exe,0,3.036
102,2023-01-15 20:32:58.021,4,chrome.exe,0,513.478
103,2023-01-15 20:41:31.499,4,ShellExperienceHost.exe,0,147.524
104,2023-01-15 20:43:59.023,4,VsDebugConsole.exe,0,20.216
105,2023-01-15 20:44:19.239,4,chrome.exe,0,7.067
106,2023-01-15 20:44:26.306,4,ShellExperienceHost.exe,0,2.009
107,2023-01-15 20:44:28.315,4,VsDebugConsole.exe,0,7.058
108,2023-01-15 20:44:35.373,4,Unable To Open Process,0,1.008
109,2023-01-15 20:44:36.381,4,VsDebugConsole.exe,0,5.057
110,2023-01-15 20:44:41.438,4,ShellExperienceHost.exe,0,18.148
111,2023-01-15 20:44:59.586,4,explorer.exe,0,1.01
112,2023-01-15 20:45:00.596,4,chrome.exe,0,14.104
113,2023-01-15 20:45:14.700,4,explorer.exe,0,2.026
114,2023-01-15 20:45:16.726,4,chrome.exe,0,224.22
115,2023-01-15 20:49:00.946,4,explorer.exe,0,1.002
116,2023-01-15 20:49:01.948,4,chrome.exe,0,116.317
117,2023-01-15 20:50:58.265,4,VsDebugConsole.exe,0,2.023
118,2023-01-15 20:51:00.288,4,chrome.exe,0,1234.912
119,2023-01-15 21:11:35.200,4,ShellExperienceHost.exe,0,1.006
120,2023-01-15 21:11:36.206,4,VsDebugConsole.exe,0,185.969
121,2023-01-15 21:14:42.175,4,chrome.exe,0,1305.313
122,2023-01-15 21:36:27.488,4,VsDebugConsole.exe,0,3.033
123,2023-01-15 21:36:30.521,4,chrome.exe,0,3348.958
124,2023-01-15 22:32:19.479,4,VsDebugConsole.exe,0,0.0
125,2023-01-15 22:35:07.976,4,s0,0,0.0
126,2023-01-15 22:35:07.976,4,VsDebugConsole.exe,0,2.005
127,2023-01-15 22:35:09.981,4,explorer.exe,0,4.02
128,2023-01-15 22:35:14.001,4,chrome.exe,0,5.043
129,2023-01-15 22:35:19.044,4,explorer.exe,0,3.031
130,2023-01-15 22:35:22.075,4,DB Browser for SQLite.exe,0,17.155
131,2023-01-15 22:35:39.230,4,explorer.exe,0,1.007
132,2023-01-15 22:35:40.237,4,chrome.exe,0,5.043
133,2023-01-15 22:35:45.280,4,explorer.exe,0,4.031
134,2023-01-15 22:35:49.311,4,DB Browser for SQLite.exe,0,106.914
135,2023-01-15 22:37:36.225,4,chrome.exe,0,6.054
136,2023-01-15 22:37:42.279,4,explorer.exe,0,3.028
137,2023-01-15 22:37:45.307,4,chrome.exe,0,6.055
138,2023-01-15 22:37:51.362,4,devenv.exe,0,14.056
139,2023-01-15 22:38:05.418,4,explorer.exe,0,2.004
140,2023-01-15 22:38:07.422,4,devenv.exe,0,3.024
141,2023-01-15 22:38:10.446,4,DB Browser for SQLite.exe,0,16.072
142,2023-01-15 22:38:26.518,4,explorer.exe,0,1.013
143,2023-01-15 22:38:27.531,4,chrome.exe,0,369.811
144,2023-01-15 22:44:37.342,4,explorer.exe,0,2.015
145,2023-01-15 22:44:39.357,4,DB Browser for SQLite.exe,0,52.594
146,2023-01-15 22:45:31.951,4,chrome.exe,0,72.778
147,2023-01-15 22:46:44.729,4,DB Browser for SQLite.exe,0,25.262
148,2023-01-15 22:47:09.991,4,chrome.exe,0,16.17
149,2023-01-15 22:47:26.161,4,DB Browser for SQLite.exe,0,8.074
150,2023-01-15 22:47:34.235,4,chrome.exe,0,8.079
151,2023-01-15 22:47:42.314,4,DB Browser for SQLite.exe,0,19.195
152,2023-01-15 22:48:01.509,4,chrome.exe,0,27.23
153,2023-01-15 22:48:28.739,4,VsDebugConsole.exe,0,0.0
154,2023-01-15 22:53:16.780,4,s0,0,0.0
155,2023-01-15 22:53:16.780,4,VsDebugConsole.exe,0,1.011
156,2023-01-15 22:53:17.791,4,explorer.exe,0,1.016
157,2023-01-15 22:53:18.807,4,chrome.exe,0,419.819
158,2023-01-15 23:00:18.626,4,VsDebugConsole.exe,0,0.0
159,2023-01-15 23:01:04.204,4,s0,0,0.001
160,2023-01-15 23:01:04.205,4,explorer.exe,0,1.011
161,2023-01-15 23:01:05.216,4,chrome.exe,0,7.055
162,2023-01-15 23:01:12.271,4,VsDebugConsole.exe,0,2.013
163,2023-01-15 23:01:14.284,4,chrome.exe,0,3.026
164,2023-01-15 23:01:17.310,4,VsDebugConsole.exe,0,0.0
165,2023-01-15 23:02:13.182,4,s0,0,0.0
166,2023-01-15 23:02:13.182,4,VsDebugConsole.exe,0,1.013
167,2023-01-15 23:02:14.195,4,explorer.exe,0,1.012
168,2023-01-15 23:02:15.207,4,chrome.exe,0,391.711
169,2023-01-15 23:08:46.918,4,VsDebugConsole.exe,0,1.011
170,2023-01-15 23:08:47.929,4,chrome.exe,0,214.119
171,2023-01-15 23:12:22.048,4,SnippingTool.exe,0,4.044
172,2023-01-15 23:12:26.092,4,chrome.exe,0,129.324
173,2023-01-15 23:14:35.416,4,SearchApp.exe,0,2.02
174,2023-01-15 23:14:37.436,4,ApplicationFrameHost.exe,0,201.224
175,2023-01-15 23:17:58.660,4,chrome.exe,0,368.792
176,2023-01-15 23:24:07.452,4,SearchApp.exe,0,7.064
177,2023-01-15 23:24:14.516,4,chrome.exe,0,187.934
178,2023-01-15 23:27:22.450,4,explorer.exe,0,7.073
179,2023-01-15 23:27:29.523,4,chrome.exe,0,224.234
180,2023-01-15 23:31:13.757,4,SnippingTool.exe,0,8.069
181,2023-01-15 23:31:21.826,4,chrome.exe,0,268.624
182,2023-01-15 23:35:50.450,4,SnippingTool.exe,0,1.008
183,2023-01-15 23:35:51.458,4,chrome.exe,0,1.011
184,2023-01-15 23:35:52.469,4,SnippingTool.exe,0,12.137
185,2023-01-15 23:36:04.606,4,chrome.exe,0,9.096
186,2023-01-15 23:36:13.702,4,explorer.exe,0,1.012
187,2023-01-15 23:36:14.714,4,ShellExperienceHost.exe,0,3.035
188,2023-01-15 23:36:17.749,4,chrome.exe,0,131.3
189,2023-01-15 23:38:29.049,4,explorer.exe,0,7.078
190,2023-01-15 23:38:36.127,4,chrome.exe,0,83.81
191,2023-01-15 23:39:59.937,4,SearchApp.exe,0,9.103
192,2023-01-15 23:40:09.040,4,explorer.exe,0,1.113
193,2023-01-15 23:40:10.153,4,Code.exe,0,6.058
194,2023-01-15 23:40:16.211,4,chrome.exe,0,1.007
195,2023-01-15 23:40:17.218,4,Code.exe,0,30.302
196,2023-01-15 23:40:47.520,4,CodeSetup-stable-97dec172d3256f8ca4bfb2143f3f76b503ca0534.tmp,0,5.057
197,2023-01-15 23:40:52.577,4,Code.exe,0,119.201
198,2023-01-15 23:42:51.778,4,chrome.exe,0,4.044
199,2023-01-15 23:42:55.822,4,Code.exe,0,70.704
200,2023-01-15 23:44:06.526,4,explorer.exe,0,29.291
201,2023-01-15 23:44:35.817,4,Code.exe,0,4.037
202,2023-01-15 23:44:39.854,4,explorer.exe,0,1.006
203,2023-01-15 23:44:40.860,4,Code.exe,0,231.38
204,2023-01-15 23:48:32.240,4,chrome.exe,0,15.109
205,2023-01-15 23:48:47.349,4,Code.exe,0,102.129
206,2023-01-15 23:50:29.478,4,chrome.exe,0,336.489
207,2023-01-15 23:56:05.967,4,Code.exe,0,59.595
208,2023-01-15 23:57:05.562,4,chrome.exe,0,1.01
209,2023-01-15 23:57:06.572,4,Code.exe,0,423.569
210,2023-01-16 00:04:10.141,4,VsDebugConsole.exe,0,23.675
211,2023-01-16 00:04:33.816,4,Code.exe,0,366.793
212,2023-01-16 00:10:40.609,4,chrome.exe,0,3.027
213,2023-01-16 00:10:43.636,4,Code.exe,0,199.011
214,2023-01-16 00:14:02.647,4,chrome.exe,0,8.071
215,2023-01-16 00:14:10.718,4,Code.exe,0,513.18
216,2023-01-16 00:22:43.898,4,chrome.exe,0,35.327
217,2023-01-16 00:23:19.225,4,Code.exe,0,13.12
218,2023-01-16 00:23:32.345,4,chrome.exe,0,39.356
219,2023-01-16 00:24:11.701,4,IDMan.exe,0,25.264
220,2023-01-16 00:24:36.965,4,VsDebugConsole.exe,0,1.01
221,2023-01-16 00:24:37.975,4,Code.exe,0,161.097
222,2023-01-16 00:27:19.072,4,chrome.exe,0,7.063
223,2023-01-16 00:27:26.135,4,IDMan.exe,0,3.022
224,2023-01-16 00:27:29.157,4,chrome.exe,0,4.034
225,2023-01-16 00:27:33.191,4,Code.exe,0,191.836
