,MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA,Time_Used
85,2023-01-19 20:42:03.511,4,Unable To Open Process,0,26.212
86,2023-01-19 20:42:29.723,4,chrome.exe,0,17.134
87,2023-01-19 20:42:46.857,4,Unable To Open Process,0,14.112
88,2023-01-19 20:43:00.969,4,chrome.exe,0,5.051
89,2023-01-19 20:43:06.020,4,Unable To Open Process,0,4.032
90,2023-01-19 20:43:10.052,4,chrome.exe,0,92.76
91,2023-01-19 20:44:42.812,4,Unable To Open Process,0,26.161
92,2023-01-19 20:45:08.973,4,chrome.exe,0,33.291
93,2023-01-19 20:45:42.264,4,Unable To Open Process,0,4.042
94,2023-01-19 20:45:46.306,4,chrome.exe,0,66.638
95,2023-01-19 20:46:52.944,4,Unable To Open Process,0,41.401
96,2023-01-19 20:47:34.345,4,chrome.exe,0,5.041
97,2023-01-19 20:47:39.386,4,Unable To Open Process,0,6.056
98,2023-01-19 20:47:45.442,4,chrome.exe,0,31.33
99,2023-01-19 20:48:16.772,4,Unable To Open Process,0,12.085
100,2023-01-19 20:48:28.857,4,Unable To Open Process,0,11.073
101,2023-01-19 20:48:39.930,4,Unable To Open Process,0,11.061
102,2023-01-19 20:48:50.991,4,Unable To Open Process,0,44.271
103,2023-01-19 20:49:35.262,4,chrome.exe,0,26.213
104,2023-01-19 20:50:01.475,4,Unable To Open Process,0,1.007
105,2023-01-19 20:50:02.482,4,chrome.exe,0,3.014
106,2023-01-19 20:50:05.496,4,SearchHost.exe,0,1.013
107,2023-01-19 20:50:06.509,4,cmd.exe,0,22.136
108,2023-01-19 20:50:28.645,4,chrome.exe,0,20.136
109,2023-01-19 20:50:48.781,4,Unable To Open Process,0,597.222
110,2023-01-19 21:00:46.003,4,chrome.exe,0,339.591
111,2023-01-19 21:06:25.594,4,VsDebugConsole.exe,0,5.051
112,2023-01-19 21:06:30.645,4,chrome.exe,0,378.959
