,MEASUREMENT_TIME,VALUE,Time_Used
469,2023-01-16 10:40:46.244,VsDebugConsole.exe,1.124
470,2023-01-16 10:40:47.368,chrome.exe,203.694
471,2023-01-16 10:44:11.062,SearchApp.exe,3.13
472,2023-01-16 10:44:14.192,explorer.exe,2.027
473,2023-01-16 10:44:16.219,rstudio.exe,12.105
474,2023-01-16 10:44:28.324,SearchApp.exe,4.009
475,2023-01-16 10:44:32.333,mintty.exe,27.06
476,2023-01-16 10:44:59.393,rstudio.exe,32.293
477,2023-01-16 10:45:31.686,chrome.exe,9.089
478,2023-01-16 10:45:40.775,VsDebugConsole.exe,0.0
479,2023-01-16 11:00:06.340,s0,0.0
480,2023-01-16 11:00:06.340,VsDebugConsole.exe,1.002
481,2023-01-16 11:00:07.342,chrome.exe,1209.025
482,2023-01-16 11:20:16.367,VsDebugConsole.exe,4.019
483,2023-01-16 11:20:20.386,chrome.exe,28.228
484,2023-01-16 11:20:48.614,mintty.exe,10.036
485,2023-01-16 11:20:58.650,chrome.exe,164.531
486,2023-01-16 11:23:43.181,rstudio.exe,2171.565
487,2023-01-16 11:59:54.746,Code.exe,1161.799
488,2023-01-16 12:19:16.545,rstudio.exe,787.698
489,2023-01-16 12:32:24.243,chrome.exe,1401.45
490,2023-01-16 12:55:45.693,VsDebugConsole.exe,2.018
491,2023-01-16 12:55:47.711,chrome.exe,429.616
492,2023-01-16 13:02:57.327,rstudio.exe,1034.416
493,2023-01-16 13:20:11.743,Code.exe,1007.152
494,2023-01-16 13:36:58.895,chrome.exe,3160.566
495,2023-01-16 14:29:39.461,mintty.exe,770.461
496,2023-01-16 14:42:29.922,VsDebugConsole.exe,0.0
497,2023-01-16 18:23:07.945,s0,0.0
498,2023-01-16 18:23:07.945,VsDebugConsole.exe,3.02
499,2023-01-16 18:23:10.965,chrome.exe,6.032
500,2023-01-16 18:23:16.997,rstudio.exe,358.757
501,2023-01-16 18:29:15.754,VsDebugConsole.exe,3.005
502,2023-01-16 18:29:18.759,rstudio.exe,5.049
503,2023-01-16 18:29:23.808,chrome.exe,368.47
504,2023-01-16 18:35:32.278,explorer.exe,9.072
505,2023-01-16 18:35:41.350,chrome.exe,950.4
506,2023-01-16 18:51:31.750,VsDebugConsole.exe,1.015
507,2023-01-16 18:51:32.765,chrome.exe,458.796
508,2023-01-16 18:59:11.561,VsDebugConsole.exe,1.015
509,2023-01-16 18:59:12.576,chrome.exe,2.021
510,2023-01-16 18:59:14.597,DB Browser for SQLite.exe,48.399
511,2023-01-16 19:00:02.996,chrome.exe,25.174
512,2023-01-16 19:00:28.170,Zoom.exe,5.046
513,2023-01-16 19:00:33.216,Zoom.exe,1.001
514,2023-01-16 19:00:34.217,chrome.exe,1.01
515,2023-01-16 19:00:35.227,Zoom.exe,10.096
516,2023-01-16 19:00:45.323,ShellExperienceHost.exe,4.03
517,2023-01-16 19:00:49.353,Zoom.exe,5.045
518,2023-01-16 19:00:54.398,chrome.exe,5.033
519,2023-01-16 19:00:59.431,Zoom.exe,6.059
520,2023-01-16 19:01:05.490,chrome.exe,22.222
521,2023-01-16 19:01:27.712,Zoom.exe,4.051
522,2023-01-16 19:01:31.763,chrome.exe,26.257
523,2023-01-16 19:01:58.020,Zoom.exe,3.02
524,2023-01-16 19:02:01.040,chrome.exe,6.052
525,2023-01-16 19:02:07.092,Zoom.exe,38.377
526,2023-01-16 19:02:45.469,DB Browser for SQLite.exe,38.337
527,2023-01-16 19:03:23.806,Zoom.exe,134.278
528,2023-01-16 19:05:38.084,chrome.exe,24.265
529,2023-01-16 19:06:02.349,Zoom.exe,58.559
530,2023-01-16 19:07:00.908,chrome.exe,3.028
531,2023-01-16 19:07:03.936,Zoom.exe,57.578
532,2023-01-16 19:08:01.514,ShellExperienceHost.exe,144.416
533,2023-01-16 19:10:25.930,Zoom.exe,3.03
534,2023-01-16 19:10:28.960,chrome.exe,7.064
535,2023-01-16 19:10:36.024,Zoom.exe,13.146
536,2023-01-16 19:10:49.170,chrome.exe,10.095
537,2023-01-16 19:10:59.265,Zoom.exe,3.025
538,2023-01-16 19:11:02.290,chrome.exe,116.102
539,2023-01-16 19:12:58.392,Zoom.exe,11.108
540,2023-01-16 19:13:09.500,chrome.exe,86.831
541,2023-01-16 19:14:36.331,SnippingTool.exe,9.076
542,2023-01-16 19:14:45.407,chrome.exe,31.245
543,2023-01-16 19:15:16.652,SnippingTool.exe,1.009
544,2023-01-16 19:15:17.661,chrome.exe,1.011
545,2023-01-16 19:15:18.672,SnippingTool.exe,5.046
546,2023-01-16 19:15:23.718,chrome.exe,62.633
547,2023-01-16 19:16:26.351,Zoom.exe,12.124
548,2023-01-16 19:16:38.475,chrome.exe,22.199
549,2023-01-16 19:17:00.674,Zoom.exe,85.847
550,2023-01-16 19:18:26.521,chrome.exe,5.056
551,2023-01-16 19:18:31.577,Zoom.exe,3.03
552,2023-01-16 19:18:34.607,chrome.exe,15.125
553,2023-01-16 19:18:49.732,Zoom.exe,23.209
554,2023-01-16 19:19:12.941,chrome.exe,178.893
555,2023-01-16 19:22:11.834,VsDebugConsole.exe,2.014
556,2023-01-16 19:22:13.848,chrome.exe,1264.767
557,2023-01-16 19:43:18.615,devenv.exe,7.061
558,2023-01-16 19:43:25.676,DB Browser for SQLite.exe,68.624
559,2023-01-16 19:44:34.300,devenv.exe,292.797
560,2023-01-16 19:49:27.097,chrome.exe,73.412
561,2023-01-16 19:50:40.509,explorer.exe,1.003
562,2023-01-16 19:50:41.512,chrome.exe,4.154
563,2023-01-16 19:50:45.666,explorer.exe,1.002
564,2023-01-16 19:50:46.668,chrome.exe,171.041
565,2023-01-16 19:53:37.709,explorer.exe,1.009
566,2023-01-16 19:53:38.718,chrome.exe,105.696
567,2023-01-16 19:55:24.414,SnippingTool.exe,5.043
568,2023-01-16 19:55:29.457,devenv.exe,1.015
569,2023-01-16 19:55:30.472,SnippingTool.exe,2.015
570,2023-01-16 19:55:32.487,chrome.exe,3.016
571,2023-01-16 19:55:35.503,explorer.exe,1.01
572,2023-01-16 19:55:36.513,chrome.exe,9.11
573,2023-01-16 19:55:45.623,SnippingTool.exe,1.007
574,2023-01-16 19:55:46.630,chrome.exe,1.008
575,2023-01-16 19:55:47.638,SnippingTool.exe,3.021
576,2023-01-16 19:55:50.659,chrome.exe,1.004
577,2023-01-16 19:55:51.663,SnippingTool.exe,5.037
578,2023-01-16 19:55:56.700,explorer.exe,1.015
579,2023-01-16 19:55:57.715,chrome.exe,337.473
580,2023-01-16 20:01:35.188,explorer.exe,4.038
581,2023-01-16 20:01:39.226,chrome.exe,9.058
582,2023-01-16 20:01:48.284,SnippingTool.exe,7.07
583,2023-01-16 20:01:55.354,explorer.exe,1.001
584,2023-01-16 20:01:56.355,chrome.exe,100.654
585,2023-01-16 20:03:37.009,explorer.exe,1.115
586,2023-01-16 20:03:38.124,chrome.exe,328.053
587,2023-01-16 20:09:06.177,explorer.exe,2.124
588,2023-01-16 20:09:08.301,chrome.exe,195.346
589,2023-01-16 20:12:23.647,explorer.exe,1.001
590,2023-01-16 20:12:24.648,chrome.exe,33.216
591,2023-01-16 20:12:57.864,explorer.exe,2.015
592,2023-01-16 20:12:59.879,chrome.exe,41.375
593,2023-01-16 20:13:41.254,explorer.exe,1.114
594,2023-01-16 20:13:42.368,chrome.exe,14.143
595,2023-01-16 20:13:56.511,explorer.exe,1.008
596,2023-01-16 20:13:57.519,chrome.exe,20.211
597,2023-01-16 20:14:17.730,explorer.exe,1.156
598,2023-01-16 20:14:18.886,chrome.exe,15.146
599,2023-01-16 20:14:34.032,explorer.exe,1.007
600,2023-01-16 20:14:35.039,chrome.exe,35.344
601,2023-01-16 20:15:10.383,explorer.exe,1.004
602,2023-01-16 20:15:11.387,chrome.exe,2.029
603,2023-01-16 20:15:13.416,explorer.exe,1.006
604,2023-01-16 20:15:14.422,chrome.exe,146.529
605,2023-01-16 20:17:40.951,explorer.exe,1.01
606,2023-01-16 20:17:41.961,chrome.exe,15.144
607,2023-01-16 20:17:57.105,explorer.exe,1.014
608,2023-01-16 20:17:58.119,chrome.exe,1.007
609,2023-01-16 20:17:59.126,explorer.exe,1.009
610,2023-01-16 20:18:00.135,chrome.exe,92.886
611,2023-01-16 20:19:33.021,explorer.exe,1.015
612,2023-01-16 20:19:34.036,chrome.exe,530.477
613,2023-01-16 20:28:24.513,rstudio.exe,370.894
614,2023-01-16 20:34:35.407,chrome.exe,274.361
615,2023-01-16 20:39:09.768,rstudio.exe,1208.8
616,2023-01-16 20:59:18.568,chrome.exe,177.198
617,2023-01-16 21:02:15.766,explorer.exe,3.028
618,2023-01-16 21:02:18.794,VsDebugConsole.exe,2.006
619,2023-01-16 21:02:20.800,chrome.exe,663.352
620,2023-01-16 21:13:24.152,Code.exe,229.012
621,2023-01-16 21:17:13.164,rstudio.exe,166.735
622,2023-01-16 21:19:59.899,Code.exe,3.009
623,2023-01-16 21:20:02.908,rstudio.exe,2.013
624,2023-01-16 21:20:04.921,explorer.exe,1.104
625,2023-01-16 21:20:06.025,VsDebugConsole.exe,2.016
626,2023-01-16 21:20:08.041,rstudio.exe,372.826
627,2023-01-16 21:26:20.867,chrome.exe,12.076
628,2023-01-16 21:26:32.943,ShellExperienceHost.exe,8.038
629,2023-01-16 21:26:40.981,SearchApp.exe,6.038
630,2023-01-16 21:26:47.019,ApplicationFrameHost.exe,7.041
631,2023-01-16 21:26:54.060,chrome.exe,7.063
632,2023-01-16 21:27:01.123,ShellExperienceHost.exe,5.048
633,2023-01-16 21:27:06.171,chrome.exe,1782.369
634,2023-01-16 21:56:48.540,VsDebugConsole.exe,2.018
635,2023-01-16 21:56:50.558,chrome.exe,2.032
636,2023-01-16 21:56:52.590,VsDebugConsole.exe,2.008
637,2023-01-16 21:56:54.598,mintty.exe,2.01
638,2023-01-16 21:56:56.608,chrome.exe,1.013
639,2023-01-16 21:56:57.621,rstudio.exe,244.726
640,2023-01-16 22:01:02.347,chrome.exe,10768.311
641,2023-01-17 01:00:30.658,VsDebugConsole.exe,0.0
642,2023-01-17 09:02:50.260,s0,0.0
643,2023-01-17 09:02:50.260,chrome.exe,2.004
644,2023-01-17 09:02:52.264,VsDebugConsole.exe,1.008
645,2023-01-17 09:02:53.272,chrome.exe,2.01
646,2023-01-17 09:02:55.282,SearchApp.exe,3.006
647,2023-01-17 09:02:58.288,explorer.exe,4.024
648,2023-01-17 09:03:02.312,Zoom.exe,1.011
649,2023-01-17 09:03:03.323,chrome.exe,2.011
650,2023-01-17 09:03:05.334,Zoom.exe,807.807
651,2023-01-17 09:16:33.141,chrome.exe,6.048
652,2023-01-17 09:16:39.189,SearchApp.exe,6.029
653,2023-01-17 09:16:45.218,chrome.exe,147.198
654,2023-01-17 09:19:12.416,Zoom.exe,1953.625
655,2023-01-17 09:51:46.041,chrome.exe,26.224
656,2023-01-17 09:52:12.265,Zoom.exe,1359.522
657,2023-01-17 10:14:51.787,explorer.exe,4.054
658,2023-01-17 10:14:55.841,chrome.exe,0.0
659,2023-01-17 11:00:22.279,s0,0.0
660,2023-01-17 11:00:22.279,explorer.exe,1.118
661,2023-01-17 11:00:23.397,chrome.exe,11.205
662,2023-01-17 11:00:34.602,explorer.exe,1.008
663,2023-01-17 11:00:35.610,chrome.exe,60.626
664,2023-01-17 11:01:36.236,explorer.exe,1.014
665,2023-01-17 11:01:37.250,ShellExperienceHost.exe,4.04
666,2023-01-17 11:01:41.290,chrome.exe,46.423
667,2023-01-17 11:02:27.713,ShellExperienceHost.exe,48.512
668,2023-01-17 11:03:16.225,chrome.exe,18.148
669,2023-01-17 11:03:34.373,DB Browser for SQLite.exe,13.107
670,2023-01-17 11:03:47.480,chrome.exe,15.162
671,2023-01-17 11:04:02.642,DB Browser for SQLite.exe,183.065
672,2023-01-17 11:07:05.707,devenv.exe,219.164
673,2023-01-17 11:10:44.871,DB Browser for SQLite.exe,32.355
674,2023-01-17 11:11:17.226,explorer.exe,164.663
675,2023-01-17 11:14:01.889,DB Browser for SQLite.exe,84.858
676,2023-01-17 11:15:26.747,DB Browser for SQLite.exe,3.017
677,2023-01-17 11:15:29.764,DB Browser for SQLite.exe,2.024
678,2023-01-17 11:15:31.788,ShellExperienceHost.exe,4.037
679,2023-01-17 11:15:35.825,DB Browser for SQLite.exe,871.045
680,2023-01-17 11:30:06.870,explorer.exe,2.024
681,2023-01-17 11:30:08.894,chrome.exe,357.193
682,2023-01-17 11:36:06.087,Installer.exe,14.124
683,2023-01-17 11:36:20.211,VsDebugConsole.exe,2.007
684,2023-01-17 11:36:22.218,Installer.exe,1.004
685,2023-01-17 11:36:23.222,chrome.exe,2.011
686,2023-01-17 11:36:25.233,Installer.exe,1.012
687,2023-01-17 11:36:26.245,chrome.exe,4.019
688,2023-01-17 11:36:30.264,Zoom.exe,5.03
689,2023-01-17 11:36:35.294,Zoom.exe,13.069
690,2023-01-17 11:36:48.363,chrome.exe,210.816
691,2023-01-17 11:40:19.179,Zoom.exe,6.05
692,2023-01-17 11:40:25.229,chrome.exe,1.017
693,2023-01-17 11:40:26.246,Zoom.exe,2.003
694,2023-01-17 11:40:28.249,chrome.exe,4.045
695,2023-01-17 11:40:32.294,Zoom.exe,15.094
696,2023-01-17 11:40:47.388,chrome.exe,46.402
697,2023-01-17 11:41:33.790,Zoom.exe,5.04
698,2023-01-17 11:41:38.830,chrome.exe,140.352
699,2023-01-17 11:43:59.182,Zoom.exe,11.093
700,2023-01-17 11:44:10.275,chrome.exe,25.208
701,2023-01-17 11:44:35.483,devenv.exe,21.29
702,2023-01-17 11:44:56.773,explorer.exe,1.007
703,2023-01-17 11:44:57.780,chrome.exe,154.454
704,2023-01-17 11:47:32.234,devenv.exe,1.015
705,2023-01-17 11:47:33.249,Zoom.exe,24.245
706,2023-01-17 11:47:57.494,devenv.exe,54.483
707,2023-01-17 11:48:51.977,chrome.exe,82.742
708,2023-01-17 11:50:14.719,explorer.exe,1.001
709,2023-01-17 11:50:15.720,DB Browser for SQLite.exe,52.499
710,2023-01-17 11:51:08.219,chrome.exe,180.674
711,2023-01-17 11:54:08.893,explorer.exe,27.281
712,2023-01-17 11:54:36.174,DB Browser for SQLite.exe,20.219
713,2023-01-17 11:54:56.393,explorer.exe,11.087
714,2023-01-17 11:55:07.480,chrome.exe,138.291
715,2023-01-17 11:57:25.771,Zoom.exe,2.028
716,2023-01-17 11:57:27.799,chrome.exe,3.022
717,2023-01-17 11:57:30.821,Zoom.exe,1.002
718,2023-01-17 11:57:31.823,chrome.exe,89.8
719,2023-01-17 11:59:01.623,explorer.exe,18.154
720,2023-01-17 11:59:19.777,chrome.exe,27.212
721,2023-01-17 11:59:46.989,Zoom.exe,2.012
722,2023-01-17 11:59:49.001,chrome.exe,13.156
723,2023-01-17 12:00:02.157,Zoom.exe,15.158
724,2023-01-17 12:00:17.315,devenv.exe,27.243
725,2023-01-17 12:00:44.558,Zoom.exe,3.044
726,2023-01-17 12:00:47.602,devenv.exe,53.458
727,2023-01-17 12:01:41.060,VsDebugConsole.exe,47.39
728,2023-01-17 12:02:28.450,devenv.exe,13.118
729,2023-01-17 12:02:41.568,explorer.exe,1.013
730,2023-01-17 12:02:42.581,chrome.exe,49.451
731,2023-01-17 12:03:32.032,Zoom.exe,4.024
732,2023-01-17 12:03:36.056,chrome.exe,1032.911
733,2023-01-17 12:20:48.967,VsDebugConsole.exe,2.027
734,2023-01-17 12:20:50.994,chrome.exe,6.06
735,2023-01-17 12:20:57.054,ShellExperienceHost.exe,6.078
736,2023-01-17 12:21:03.132,chrome.exe,274.655
737,2023-01-17 12:25:37.787,explorer.exe,1.013
738,2023-01-17 12:25:38.800,DB Browser for SQLite.exe,3.163
739,2023-01-17 12:25:41.963,explorer.exe,2.004
740,2023-01-17 12:25:43.967,SnippingTool.exe,6.059
741,2023-01-17 12:25:50.026,DB Browser for SQLite.exe,1.013
742,2023-01-17 12:25:51.039,SnippingTool.exe,8.072
743,2023-01-17 12:25:59.111,DB Browser for SQLite.exe,3.036
744,2023-01-17 12:26:02.147,SnippingTool.exe,9.095
745,2023-01-17 12:26:11.242,DB Browser for SQLite.exe,1.016
746,2023-01-17 12:26:12.258,SnippingTool.exe,8.082
747,2023-01-17 12:26:20.340,chrome.exe,134.419
748,2023-01-17 12:28:34.759,VsDebugConsole.exe,2.01
749,2023-01-17 12:28:36.769,chrome.exe,36.342
750,2023-01-17 12:29:13.111,SnippingTool.exe,5.045
751,2023-01-17 12:29:18.156,chrome.exe,72.72
752,2023-01-17 12:30:30.876,explorer.exe,14.141
753,2023-01-17 12:30:45.017,DB Browser for SQLite.exe,1.006
754,2023-01-17 12:30:46.023,VsDebugConsole.exe,8.207
755,2023-01-17 12:30:54.230,chrome.exe,235.437
756,2023-01-17 12:34:49.667,devenv.exe,111.125
757,2023-01-17 12:36:40.792,explorer.exe,1.118
758,2023-01-17 12:36:41.910,DB Browser for SQLite.exe,17.179
759,2023-01-17 12:36:59.089,explorer.exe,1.011
760,2023-01-17 12:37:00.100,chrome.exe,983.88
761,2023-01-17 12:53:23.980,SearchApp.exe,13.249
762,2023-01-17 12:53:37.229,explorer.exe,2.015
763,2023-01-17 12:53:39.244,TeamViewer.exe,10.084
764,2023-01-17 12:53:49.328,chrome.exe,156.483
765,2023-01-17 12:56:25.811,TeamViewer.exe,7.071
766,2023-01-17 12:56:32.882,mshta.exe,2.014
767,2023-01-17 12:56:34.896,chrome.exe,726.356
768,2023-01-17 13:08:41.252,VsDebugConsole.exe,0.0
769,2023-01-17 23:24:41.321,s0,0.0
770,2023-01-17 23:24:41.321,chrome.exe,4.069
771,2023-01-17 23:24:45.390,explorer.exe,1.063
772,2023-01-17 23:24:46.453,chrome.exe,1.141
773,2023-01-17 23:24:47.594,explorer.exe,1.034
774,2023-01-17 23:24:48.628,chrome.exe,1.563
775,2023-01-17 23:24:50.191,explorer.exe,16.232
776,2023-01-17 23:25:06.423,chrome.exe,164.207
777,2023-01-17 23:27:50.630,explorer.exe,2.024
778,2023-01-17 23:27:52.654,chrome.exe,719.569
779,2023-01-17 23:39:52.223,SearchApp.exe,5.058
780,2023-01-17 23:39:57.281,devenv.exe,3.028
781,2023-01-17 23:40:00.309,VsDebugConsole.exe,3.24
782,2023-01-17 23:40:03.549,chrome.exe,1.252
783,2023-01-17 23:40:04.801,VsDebugConsole.exe,1.009
784,2023-01-17 23:40:05.810,chrome.exe,140.137
785,2023-01-17 23:42:25.947,devenv.exe,4.04
786,2023-01-17 23:42:29.987,chrome.exe,2.01
787,2023-01-17 23:42:31.997,SearchApp.exe,5.052
788,2023-01-17 23:42:37.049,explorer.exe,1.01
789,2023-01-17 23:42:38.059,Code.exe,31.314
790,2023-01-17 23:43:09.373,CodeSetup-stable-97dec172d3256f8ca4bfb2143f3f76b503ca0534.tmp,2.017
791,2023-01-17 23:43:11.390,Code.exe,5.053
792,2023-01-17 23:43:16.443,chrome.exe,6.066
793,2023-01-17 23:43:22.509,Code.exe,3.032
794,2023-01-17 23:43:25.541,chrome.exe,73.69
795,2023-01-17 23:44:39.231,Code.exe,18.177
796,2023-01-17 23:44:57.408,chrome.exe,7089.715
797,2023-01-18 01:43:07.123,Code.exe,101.901
798,2023-01-18 01:44:49.024,chrome.exe,8.048
799,2023-01-18 01:44:57.072,ShellExperienceHost.exe,3.132
800,2023-01-18 01:45:00.204,explorer.exe,1.014
801,2023-01-18 01:45:01.218,ShellExperienceHost.exe,5.042
802,2023-01-18 01:45:06.260,chrome.exe,60.556
803,2023-01-18 01:46:06.816,Code.exe,63.527
804,2023-01-18 01:47:10.343,chrome.exe,5.049
805,2023-01-18 01:47:15.392,Code.exe,47.348
806,2023-01-18 01:48:02.740,chrome.exe,161.855
807,2023-01-18 01:50:44.595,Code.exe,33.308
808,2023-01-18 01:51:17.903,devenv.exe,2.13
809,2023-01-18 01:51:20.033,Code.exe,2.012
810,2023-01-18 01:51:22.045,chrome.exe,280.254
811,2023-01-18 01:56:02.299,Code.exe,6.075
812,2023-01-18 01:56:08.374,chrome.exe,23.196
813,2023-01-18 01:56:31.570,Code.exe,65.619
814,2023-01-18 01:57:37.189,SnippingTool.exe,1.01
815,2023-01-18 01:57:38.199,Code.exe,1.013
816,2023-01-18 01:57:39.212,SnippingTool.exe,6.051
817,2023-01-18 01:57:45.263,Code.exe,20.173
818,2023-01-18 01:58:05.436,SnippingTool.exe,15.162
819,2023-01-18 01:58:20.598,Code.exe,3.043
820,2023-01-18 01:58:23.641,SnippingTool.exe,70.779
821,2023-01-18 01:59:34.420,explorer.exe,1.014
822,2023-01-18 01:59:35.434,chrome.exe,11.11
823,2023-01-18 01:59:46.544,Code.exe,9.073
824,2023-01-18 01:59:55.617,SnippingTool.exe,9.107
825,2023-01-18 02:00:04.724,explorer.exe,1.008
826,2023-01-18 02:00:05.732,chrome.exe,7.065
827,2023-01-18 02:00:12.797,Code.exe,3.026
828,2023-01-18 02:00:15.823,SnippingTool.exe,13.139
829,2023-01-18 02:00:28.962,chrome.exe,43.332
830,2023-01-18 02:01:12.294,Code.exe,4.026
831,2023-01-18 02:01:16.320,SnippingTool.exe,1.011
832,2023-01-18 02:01:17.331,Code.exe,1.004
833,2023-01-18 02:01:18.335,SnippingTool.exe,5.038
834,2023-01-18 02:01:23.373,devenv.exe,1.009
835,2023-01-18 02:01:24.382,SnippingTool.exe,1.0
836,2023-01-18 02:01:25.382,explorer.exe,1.012
837,2023-01-18 02:01:26.394,chrome.exe,53.425
838,2023-01-18 02:02:19.819,SnippingTool.exe,4.036
839,2023-01-18 02:02:23.855,chrome.exe,56.355
840,2023-01-18 02:03:20.210,chrome.exe,5.137
841,2023-01-18 02:03:25.347,chrome.exe,212.703
842,2023-01-18 02:06:58.050,VsDebugConsole.exe,0.0
843,2023-01-18 09:11:16.239,s0,0.0
844,2023-01-18 09:11:16.239,VsDebugConsole.exe,4.036
845,2023-01-18 09:11:20.275,devenv.exe,1.001
846,2023-01-18 09:11:21.276,chrome.exe,157.242
847,2023-01-18 09:13:58.518,explorer.exe,1.01
848,2023-01-18 09:13:59.528,ShellExperienceHost.exe,3.143
849,2023-01-18 09:14:02.671,chrome.exe,29.302
850,2023-01-18 09:14:31.973,SearchApp.exe,7.166
851,2023-01-18 09:14:39.139,explorer.exe,3.036
852,2023-01-18 09:14:42.175,rstudio.exe,87.843
853,2023-01-18 09:16:10.018,explorer.exe,11.12
854,2023-01-18 09:16:21.138,ApplicationFrameHost.exe,4.152
855,2023-01-18 09:16:25.290,explorer.exe,5.053
856,2023-01-18 09:16:30.343,ApplicationFrameHost.exe,236.609
857,2023-01-18 09:20:26.952,explorer.exe,1.009
858,2023-01-18 09:20:27.961,rstudio.exe,6.062
859,2023-01-18 09:20:34.023,SearchApp.exe,3.133
860,2023-01-18 09:20:37.156,explorer.exe,1.015
861,2023-01-18 09:20:38.171,mintty.exe,2.024
862,2023-01-18 09:20:40.195,rstudio.exe,3.024
863,2023-01-18 09:20:43.219,mintty.exe,2.028
864,2023-01-18 09:20:45.247,rstudio.exe,10.1
865,2023-01-18 09:20:55.347,chrome.exe,20.207
866,2023-01-18 09:21:15.554,rstudio.exe,162.771
867,2023-01-18 09:23:58.325,explorer.exe,310.995
868,2023-01-18 09:29:09.320,rstudio.exe,3.027
869,2023-01-18 09:29:12.347,chrome.exe,122.3
870,2023-01-18 09:31:14.647,explorer.exe,1.009
871,2023-01-18 09:31:15.656,chrome.exe,83.834
872,2023-01-18 09:32:39.490,rstudio.exe,1.003
873,2023-01-18 09:32:40.493,chrome.exe,473.815
874,2023-01-18 09:40:34.308,VsDebugConsole.exe,6.062
875,2023-01-18 09:40:40.370,chrome.exe,1387.954
876,2023-01-18 10:03:48.324,rstudio.exe,73.76
877,2023-01-18 10:05:02.084,chrome.exe,751.05
878,2023-01-18 10:17:33.134,rstudio.exe,276.738
879,2023-01-18 10:22:09.872,chrome.exe,897.269
880,2023-01-18 10:37:07.141,rstudio.exe,4.031
881,2023-01-18 10:37:11.172,chrome.exe,153.58
882,2023-01-18 10:39:44.752,rstudio.exe,62.693
883,2023-01-18 10:40:47.445,chrome.exe,58.471
884,2023-01-18 10:41:45.916,rstudio.exe,0.0
885,2023-01-18 11:03:22.252,s0,0.0
886,2023-01-18 11:03:22.252,explorer.exe,38.492
887,2023-01-18 11:04:00.744,DB Browser for SQLite.exe,3.028
888,2023-01-18 11:04:03.772,explorer.exe,2.031
889,2023-01-18 11:04:05.803,DB Browser for SQLite.exe,14.172
890,2023-01-18 11:04:19.975,explorer.exe,1.015
891,2023-01-18 11:04:20.990,devenv.exe,2.031
892,2023-01-18 11:04:23.021,explorer.exe,1.006
893,2023-01-18 11:04:24.027,chrome.exe,9.077
894,2023-01-18 11:04:33.104,explorer.exe,1.012
895,2023-01-18 11:04:34.116,chrome.exe,8.174
896,2023-01-18 11:04:42.290,explorer.exe,1.121
897,2023-01-18 11:04:43.411,chrome.exe,268.975
898,2023-01-18 11:09:12.386,devenv.exe,2.017
899,2023-01-18 11:09:14.403,explorer.exe,4.031
900,2023-01-18 11:09:18.434,DB Browser for SQLite.exe,24.174
901,2023-01-18 11:09:42.608,explorer.exe,1.011
902,2023-01-18 11:09:43.619,chrome.exe,0.0
903,2023-01-18 11:21:00.880,s0,0.0
904,2023-01-18 11:21:00.880,VsDebugConsole.exe,1.015
905,2023-01-18 11:21:01.895,explorer.exe,1.162
906,2023-01-18 11:21:03.057,chrome.exe,502.016
907,2023-01-18 11:29:25.073,devenv.exe,4.028
908,2023-01-18 11:29:29.101,chrome.exe,1.013
909,2023-01-18 11:29:30.114,SearchApp.exe,2.01
910,2023-01-18 11:29:32.124,explorer.exe,1.004
911,2023-01-18 11:29:33.128,SearchApp.exe,2.124
912,2023-01-18 11:29:35.252,mintty.exe,448.853
913,2023-01-18 11:37:04.105,rstudio.exe,31.298
914,2023-01-18 11:37:35.403,chrome.exe,2225.35
915,2023-01-18 12:14:40.753,rstudio.exe,1.008
916,2023-01-18 12:14:41.761,VsDebugConsole.exe,0.0
917,2023-01-18 19:22:48.776,s0,0.0
918,2023-01-18 19:22:48.776,VsDebugConsole.exe,2.008
919,2023-01-18 19:22:50.784,devenv.exe,3.021
920,2023-01-18 19:22:53.805,chrome.exe,8.051
921,2023-01-18 19:23:01.856,IDMan.exe,6.051
922,2023-01-18 19:23:07.907,chrome.exe,6.042
923,2023-01-18 19:23:13.949,IDMan.exe,6.04
924,2023-01-18 19:23:19.989,chrome.exe,1.008
925,2023-01-18 19:23:20.997,IDMan.exe,2.016
926,2023-01-18 19:23:23.013,chrome.exe,418.544
927,2023-01-18 19:30:21.557,Zoom.exe,4.032
928,2023-01-18 19:30:25.589,Zoom.exe,21.188
929,2023-01-18 19:30:46.777,chrome.exe,46.448
930,2023-01-18 19:31:33.225,Zoom.exe,8.084
931,2023-01-18 19:31:41.309,explorer.exe,1.011
932,2023-01-18 19:31:42.320,ShellExperienceHost.exe,4.044
933,2023-01-18 19:31:46.364,Zoom.exe,20.202
934,2023-01-18 19:32:06.566,ShellExperienceHost.exe,9.073
935,2023-01-18 19:32:15.639,Zoom.exe,495.706
936,2023-01-18 19:40:31.345,chrome.exe,5.038
937,2023-01-18 19:40:36.383,Zoom.exe,20.215
938,2023-01-18 19:40:56.598,chrome.exe,4.022
939,2023-01-18 19:41:00.620,Zoom.exe,25.247
940,2023-01-18 19:41:25.867,chrome.exe,3.016
941,2023-01-18 19:41:28.883,Zoom.exe,20.203
942,2023-01-18 19:41:49.086,chrome.exe,22.217
943,2023-01-18 19:42:11.303,Zoom.exe,14.126
944,2023-01-18 19:42:25.429,chrome.exe,47.492
945,2023-01-18 19:43:12.921,Zoom.exe,2.021
946,2023-01-18 19:43:14.942,chrome.exe,113.008
