,MEASUREMENT_TIME,VALUE,Time_Used
83,2023-01-15 11:33:24.852,VsDebugConsole.exe,1.003
84,2023-01-15 11:33:25.855,chrome.exe,1412.247
85,2023-01-15 11:56:58.102,Unable To Open Process,1.017
86,2023-01-15 11:56:59.119,chrome.exe,1.01
87,2023-01-15 11:57:00.129,VsDebugConsole.exe,15.11
88,2023-01-15 11:57:15.239,explorer.exe,31.114
89,2023-01-15 11:57:46.353,VsDebugConsole.exe,7.019
90,2023-01-15 11:57:53.372,chrome.exe,62.456
91,2023-01-15 11:58:55.828,SnippingTool.exe,2.02
92,2023-01-15 11:58:57.848,chrome.exe,1.003
93,2023-01-15 11:58:58.851,SnippingTool.exe,3.023
94,2023-01-15 11:59:01.874,chrome.exe,282.298
95,2023-01-15 12:03:44.172,VsDebugConsole.exe,3.035
96,2023-01-15 12:03:47.207,chrome.exe,72.543
97,2023-01-15 12:04:59.750,ShellExperienceHost.exe,2.021
98,2023-01-15 12:05:01.771,chrome.exe,289.082
99,2023-01-15 12:09:50.853,explorer.exe,1.012
100,2023-01-15 12:09:51.865,chrome.exe,1383.12
101,2023-01-15 12:32:54.985,ShellExperienceHost.exe,3.036
102,2023-01-15 12:32:58.021,chrome.exe,513.478
103,2023-01-15 12:41:31.499,ShellExperienceHost.exe,147.524
104,2023-01-15 12:43:59.023,VsDebugConsole.exe,20.216
105,2023-01-15 12:44:19.239,chrome.exe,7.067
106,2023-01-15 12:44:26.306,ShellExperienceHost.exe,2.009
107,2023-01-15 12:44:28.315,VsDebugConsole.exe,7.058
108,2023-01-15 12:44:35.373,Unable To Open Process,1.008
109,2023-01-15 12:44:36.381,VsDebugConsole.exe,5.057
110,2023-01-15 12:44:41.438,ShellExperienceHost.exe,18.148
111,2023-01-15 12:44:59.586,explorer.exe,1.01
112,2023-01-15 12:45:00.596,chrome.exe,14.104
113,2023-01-15 12:45:14.700,explorer.exe,2.026
114,2023-01-15 12:45:16.726,chrome.exe,224.22
115,2023-01-15 12:49:00.946,explorer.exe,1.002
116,2023-01-15 12:49:01.948,chrome.exe,116.317
117,2023-01-15 12:50:58.265,VsDebugConsole.exe,2.023
118,2023-01-15 12:51:00.288,chrome.exe,1234.912
119,2023-01-15 13:11:35.200,ShellExperienceHost.exe,1.006
120,2023-01-15 13:11:36.206,VsDebugConsole.exe,185.969
121,2023-01-15 13:14:42.175,chrome.exe,1305.313
122,2023-01-15 13:36:27.488,VsDebugConsole.exe,3.033
123,2023-01-15 13:36:30.521,chrome.exe,3348.958
124,2023-01-15 14:32:19.479,VsDebugConsole.exe,0.0
125,2023-01-15 14:35:07.991,s0,0.0
126,2023-01-15 14:35:07.991,VsDebugConsole.exe,2.005
127,2023-01-15 14:35:09.996,explorer.exe,4.02
128,2023-01-15 14:35:14.016,chrome.exe,5.043
129,2023-01-15 14:35:19.059,explorer.exe,3.031
130,2023-01-15 14:35:22.090,DB Browser for SQLite.exe,17.155
131,2023-01-15 14:35:39.245,explorer.exe,1.007
132,2023-01-15 14:35:40.252,chrome.exe,5.043
133,2023-01-15 14:35:45.295,explorer.exe,4.031
134,2023-01-15 14:35:49.326,DB Browser for SQLite.exe,106.914
135,2023-01-15 14:37:36.240,chrome.exe,6.054
136,2023-01-15 14:37:42.294,explorer.exe,3.028
137,2023-01-15 14:37:45.322,chrome.exe,6.055
138,2023-01-15 14:37:51.377,devenv.exe,14.056
139,2023-01-15 14:38:05.433,explorer.exe,2.004
140,2023-01-15 14:38:07.437,devenv.exe,3.024
141,2023-01-15 14:38:10.461,DB Browser for SQLite.exe,16.072
142,2023-01-15 14:38:26.533,explorer.exe,1.013
143,2023-01-15 14:38:27.546,chrome.exe,369.811
144,2023-01-15 14:44:37.357,explorer.exe,2.015
145,2023-01-15 14:44:39.372,DB Browser for SQLite.exe,52.594
146,2023-01-15 14:45:31.966,chrome.exe,72.778
147,2023-01-15 14:46:44.744,DB Browser for SQLite.exe,25.262
148,2023-01-15 14:47:10.006,chrome.exe,16.17
149,2023-01-15 14:47:26.176,DB Browser for SQLite.exe,8.074
150,2023-01-15 14:47:34.250,chrome.exe,8.079
151,2023-01-15 14:47:42.329,DB Browser for SQLite.exe,19.195
152,2023-01-15 14:48:01.524,chrome.exe,27.23
153,2023-01-15 14:48:28.754,VsDebugConsole.exe,0.0
154,2023-01-15 14:53:16.795,s0,0.0
155,2023-01-15 14:53:16.795,VsDebugConsole.exe,1.011
156,2023-01-15 14:53:17.806,explorer.exe,1.016
157,2023-01-15 14:53:18.822,chrome.exe,419.819
158,2023-01-15 15:00:18.641,VsDebugConsole.exe,0.0
159,2023-01-15 15:01:04.219,s0,0.001
160,2023-01-15 15:01:04.220,explorer.exe,1.011
161,2023-01-15 15:01:05.231,chrome.exe,7.055
162,2023-01-15 15:01:12.286,VsDebugConsole.exe,2.013
163,2023-01-15 15:01:14.299,chrome.exe,3.026
164,2023-01-15 15:01:17.325,VsDebugConsole.exe,0.0
165,2023-01-15 15:02:13.187,s0,0.0
166,2023-01-15 15:02:13.187,VsDebugConsole.exe,1.013
167,2023-01-15 15:02:14.200,explorer.exe,1.012
168,2023-01-15 15:02:15.212,chrome.exe,391.711
169,2023-01-15 15:08:46.923,VsDebugConsole.exe,1.011
170,2023-01-15 15:08:47.934,chrome.exe,214.119
171,2023-01-15 15:12:22.053,SnippingTool.exe,4.044
172,2023-01-15 15:12:26.097,chrome.exe,129.324
173,2023-01-15 15:14:35.421,SearchApp.exe,2.02
174,2023-01-15 15:14:37.441,ApplicationFrameHost.exe,201.224
175,2023-01-15 15:17:58.665,chrome.exe,368.792
176,2023-01-15 15:24:07.457,SearchApp.exe,7.064
177,2023-01-15 15:24:14.521,chrome.exe,187.934
178,2023-01-15 15:27:22.455,explorer.exe,7.073
179,2023-01-15 15:27:29.528,chrome.exe,224.234
180,2023-01-15 15:31:13.762,SnippingTool.exe,8.069
181,2023-01-15 15:31:21.831,chrome.exe,268.624
182,2023-01-15 15:35:50.455,SnippingTool.exe,1.008
183,2023-01-15 15:35:51.463,chrome.exe,1.011
184,2023-01-15 15:35:52.474,SnippingTool.exe,12.137
185,2023-01-15 15:36:04.611,chrome.exe,9.096
186,2023-01-15 15:36:13.707,explorer.exe,1.012
187,2023-01-15 15:36:14.719,ShellExperienceHost.exe,3.035
188,2023-01-15 15:36:17.754,chrome.exe,131.3
189,2023-01-15 15:38:29.054,explorer.exe,7.078
190,2023-01-15 15:38:36.132,chrome.exe,83.81
191,2023-01-15 15:39:59.942,SearchApp.exe,9.103
192,2023-01-15 15:40:09.045,explorer.exe,1.113
193,2023-01-15 15:40:10.158,Code.exe,6.058
194,2023-01-15 15:40:16.216,chrome.exe,1.007
195,2023-01-15 15:40:17.223,Code.exe,30.302
196,2023-01-15 15:40:47.525,CodeSetup-stable-97dec172d3256f8ca4bfb2143f3f76b503ca0534.tmp,5.057
197,2023-01-15 15:40:52.582,Code.exe,119.201
198,2023-01-15 15:42:51.783,chrome.exe,4.044
199,2023-01-15 15:42:55.827,Code.exe,70.704
200,2023-01-15 15:44:06.531,explorer.exe,29.291
201,2023-01-15 15:44:35.822,Code.exe,4.037
202,2023-01-15 15:44:39.859,explorer.exe,1.006
203,2023-01-15 15:44:40.865,Code.exe,231.38
204,2023-01-15 15:48:32.245,chrome.exe,15.109
205,2023-01-15 15:48:47.354,Code.exe,102.129
206,2023-01-15 15:50:29.483,chrome.exe,336.489
207,2023-01-15 15:56:05.972,Code.exe,59.595
208,2023-01-15 15:57:05.567,chrome.exe,1.01
209,2023-01-15 15:57:06.577,Code.exe,423.569
210,2023-01-15 16:04:10.146,VsDebugConsole.exe,23.675
211,2023-01-15 16:04:33.821,Code.exe,366.793
212,2023-01-15 16:10:40.614,chrome.exe,3.027
213,2023-01-15 16:10:43.641,Code.exe,199.011
214,2023-01-15 16:14:02.652,chrome.exe,8.071
215,2023-01-15 16:14:10.723,Code.exe,513.18
216,2023-01-15 16:22:43.903,chrome.exe,35.327
217,2023-01-15 16:23:19.230,Code.exe,13.12
218,2023-01-15 16:23:32.350,chrome.exe,39.356
219,2023-01-15 16:24:11.706,IDMan.exe,25.264
220,2023-01-15 16:24:36.970,VsDebugConsole.exe,1.01
221,2023-01-15 16:24:37.980,Code.exe,161.097
222,2023-01-15 16:27:19.077,chrome.exe,7.063
223,2023-01-15 16:27:26.140,IDMan.exe,3.022
224,2023-01-15 16:27:29.162,chrome.exe,4.034
225,2023-01-15 16:27:33.196,Code.exe,191.836
226,2023-01-15 16:30:45.032,ShellExperienceHost.exe,2.022
227,2023-01-15 16:30:47.054,Code.exe,7.072
228,2023-01-15 16:30:54.126,ShellExperienceHost.exe,2.03
229,2023-01-15 16:30:56.156,Code.exe,82.811
230,2023-01-15 16:32:18.967,chrome.exe,177.964
231,2023-01-15 16:35:16.931,SnippingTool.exe,20.196
232,2023-01-15 16:35:37.127,chrome.exe,151.595
233,2023-01-15 16:38:08.722,Code.exe,237.441
234,2023-01-15 16:42:06.163,chrome.exe,24.225
235,2023-01-15 16:42:30.388,Code.exe,1.008
236,2023-01-15 16:42:31.396,VsDebugConsole.exe,2.009
237,2023-01-15 16:42:33.405,chrome.exe,3.04
238,2023-01-15 16:42:36.445,Code.exe,576.983
239,2023-01-15 16:52:13.428,chrome.exe,13.121
240,2023-01-15 16:52:26.549,Code.exe,2.018
241,2023-01-15 16:52:28.567,chrome.exe,5.05
242,2023-01-15 16:52:33.617,Code.exe,49.464
243,2023-01-15 16:53:23.081,chrome.exe,49.439
244,2023-01-15 16:54:12.520,explorer.exe,3.026
245,2023-01-15 16:54:15.546,chrome.exe,39.363
246,2023-01-15 16:54:54.909,VsDebugConsole.exe,3.028
247,2023-01-15 16:54:57.937,Code.exe,7.072
248,2023-01-15 16:55:05.009,chrome.exe,1.007
249,2023-01-15 16:55:06.016,explorer.exe,23.234
250,2023-01-15 16:55:29.250,msedge.exe,15.139
251,2023-01-15 16:55:44.389,explorer.exe,5.055
252,2023-01-15 16:55:49.444,msedge.exe,18.163
253,2023-01-15 16:56:07.607,explorer.exe,37.361
254,2023-01-15 16:56:44.968,msedge.exe,8.085
255,2023-01-15 16:56:53.053,explorer.exe,27.29
256,2023-01-15 16:57:20.343,msedge.exe,60.179
257,2023-01-15 16:58:20.522,VsDebugConsole.exe,7.068
258,2023-01-15 16:58:27.590,msedge.exe,53.503
259,2023-01-15 16:59:21.093,explorer.exe,1.011
260,2023-01-15 16:59:22.104,chrome.exe,49.49
261,2023-01-15 17:00:11.594,msedge.exe,13.185
262,2023-01-15 17:00:24.779,chrome.exe,28.215
263,2023-01-15 17:00:52.994,msedge.exe,165.824
264,2023-01-15 17:03:38.818,chrome.exe,21.217
265,2023-01-15 17:04:00.035,msedge.exe,44.45
266,2023-01-15 17:04:44.485,chrome.exe,151.181
267,2023-01-15 17:07:15.666,msedge.exe,7.053
268,2023-01-15 17:07:22.719,chrome.exe,1.007
269,2023-01-15 17:07:23.726,msedge.exe,3.031
270,2023-01-15 17:07:26.757,explorer.exe,1.003
271,2023-01-15 17:07:27.760,chrome.exe,259.611
272,2023-01-15 17:11:47.371,VsDebugConsole.exe,4.027
273,2023-01-15 17:11:51.398,explorer.exe,1.015
274,2023-01-15 17:11:52.413,msedge.exe,56.582
275,2023-01-15 17:12:48.995,explorer.exe,1.013
276,2023-01-15 17:12:50.008,chrome.exe,13.103
277,2023-01-15 17:13:03.111,msedge.exe,11.122
278,2023-01-15 17:13:14.233,chrome.exe,25.181
279,2023-01-15 17:13:39.414,msedge.exe,76.734
280,2023-01-15 17:14:56.148,chrome.exe,30.258
281,2023-01-15 17:15:26.406,msedge.exe,86.848
282,2023-01-15 17:16:53.254,chrome.exe,68.642
283,2023-01-15 17:18:01.896,msedge.exe,45.436
284,2023-01-15 17:18:47.332,chrome.exe,51.485
285,2023-01-15 17:19:38.817,msedge.exe,70.688
286,2023-01-15 17:20:49.505,chrome.exe,37.321
287,2023-01-15 17:21:26.826,msedge.exe,125.24
288,2023-01-15 17:23:32.066,SnippingTool.exe,5.044
289,2023-01-15 17:23:37.110,chrome.exe,16.137
290,2023-01-15 17:23:53.247,msedge.exe,43.426
291,2023-01-15 17:24:36.673,chrome.exe,26.193
292,2023-01-15 17:25:02.866,msedge.exe,5.051
293,2023-01-15 17:25:07.917,SnippingTool.exe,136.21
294,2023-01-15 17:27:24.127,chrome.exe,42.39
295,2023-01-15 17:28:06.517,SnippingTool.exe,26.228
296,2023-01-15 17:28:32.745,chrome.exe,23.231
297,2023-01-15 17:28:55.976,msedge.exe,146.478
298,2023-01-15 17:31:22.454,chrome.exe,806.346
299,2023-01-15 17:44:48.800,msedge.exe,2.014
300,2023-01-15 17:44:50.814,Unable To Open Process,2.022
301,2023-01-15 17:44:52.836,msedge.exe,1.007
302,2023-01-15 17:44:53.843,VsDebugConsole.exe,1.009
303,2023-01-15 17:44:54.852,msedge.exe,1979.199
304,2023-01-15 18:17:54.051,VsDebugConsole.exe,6.175
305,2023-01-15 18:18:00.226,msedge.exe,4.048
306,2023-01-15 18:18:04.274,VsDebugConsole.exe,4.048
307,2023-01-15 18:18:08.322,msedge.exe,3698.763
308,2023-01-15 19:19:47.085,VsDebugConsole.exe,0.0
309,2023-01-15 19:27:43.121,s0,0.0
310,2023-01-15 19:27:43.121,VsDebugConsole.exe,1.012
311,2023-01-15 19:27:44.133,msedge.exe,6.06
312,2023-01-15 19:27:50.193,ApplicationFrameHost.exe,2.023
313,2023-01-15 19:27:52.216,msedge.exe,3.021
314,2023-01-15 19:27:55.237,VsDebugConsole.exe,0.0
315,2023-01-15 19:29:24.226,s0,0.0
316,2023-01-15 19:29:24.226,VsDebugConsole.exe,2.042
317,2023-01-15 19:29:26.268,explorer.exe,1.007
318,2023-01-15 19:29:27.275,chrome.exe,3.036
319,2023-01-15 19:29:30.311,VsDebugConsole.exe,0.0
320,2023-01-15 19:36:50.435,s0,0.0
321,2023-01-15 19:36:50.435,VsDebugConsole.exe,1.002
322,2023-01-15 19:36:51.437,devenv.exe,2.018
323,2023-01-15 19:36:53.455,explorer.exe,1.001
324,2023-01-15 19:36:54.456,chrome.exe,3.044
325,2023-01-15 19:36:57.500,ShellExperienceHost.exe,16.169
326,2023-01-15 19:37:13.669,chrome.exe,462.419
327,2023-01-15 19:44:56.088,explorer.exe,2.023
328,2023-01-15 19:44:58.111,SearchApp.exe,13.126
329,2023-01-15 19:45:11.237,ApplicationFrameHost.exe,26.246
330,2023-01-15 19:45:37.483,chrome.exe,20.172
331,2023-01-15 19:45:57.655,ShellExperienceHost.exe,4.039
332,2023-01-15 19:46:01.694,chrome.exe,2602.389
333,2023-01-15 20:29:24.083,VsDebugConsole.exe,8.084
334,2023-01-15 20:29:32.167,chrome.exe,1.008
335,2023-01-15 20:29:33.175,VsDebugConsole.exe,0.0
336,2023-01-15 20:31:03.118,s0,0.0
337,2023-01-15 20:31:03.118,VsDebugConsole.exe,1.014
338,2023-01-15 20:31:04.132,explorer.exe,1.001
339,2023-01-15 20:31:05.133,chrome.exe,1482.774
340,2023-01-15 20:55:47.907,explorer.exe,7.053
341,2023-01-15 20:55:54.960,DB Browser for SQLite.exe,8.082
342,2023-01-15 20:56:03.042,explorer.exe,3.027
343,2023-01-15 20:56:06.069,DB Browser for SQLite.exe,11.094
344,2023-01-15 20:56:17.163,explorer.exe,3.023
345,2023-01-15 20:56:20.186,DB Browser for SQLite.exe,25.334
346,2023-01-15 20:56:45.520,explorer.exe,2.019
347,2023-01-15 20:56:47.539,chrome.exe,1349.173
348,2023-01-15 21:19:16.712,SnippingTool.exe,19.163
349,2023-01-15 21:19:35.875,chrome.exe,362.913
350,2023-01-15 21:25:38.788,ApplicationFrameHost.exe,87.721
351,2023-01-15 21:27:06.509,SearchApp.exe,17.142
352,2023-01-15 21:27:23.651,ApplicationFrameHost.exe,1.009
353,2023-01-15 21:27:24.660,explorer.exe,10.079
354,2023-01-15 21:27:34.739,Code.exe,98.854
355,2023-01-15 21:29:13.593,chrome.exe,14.152
356,2023-01-15 21:29:27.745,ShellExperienceHost.exe,2.005
357,2023-01-15 21:29:29.750,chrome.exe,3.024
358,2023-01-15 21:29:32.774,ShellExperienceHost.exe,3.031
359,2023-01-15 21:29:35.805,chrome.exe,43.425
360,2023-01-15 21:30:19.230,explorer.exe,1.012
361,2023-01-15 21:30:20.242,ShellExperienceHost.exe,5.03
362,2023-01-15 21:30:25.272,chrome.exe,1777.571
363,2023-01-15 22:00:02.843,explorer.exe,1.0
364,2023-01-15 22:00:03.843,chrome.exe,307.89
365,2023-01-15 22:05:11.733,explorer.exe,1.007
366,2023-01-15 22:05:12.740,chrome.exe,68.682
367,2023-01-15 22:06:21.422,explorer.exe,1.015
368,2023-01-15 22:06:22.437,chrome.exe,4.041
369,2023-01-15 22:06:26.478,SnippingTool.exe,5.035
370,2023-01-15 22:06:31.513,chrome.exe,1.01
371,2023-01-15 22:06:32.523,explorer.exe,1.013
372,2023-01-15 22:06:33.536,chrome.exe,73.737
373,2023-01-15 22:07:47.273,SnippingTool.exe,1.007
374,2023-01-15 22:07:48.280,chrome.exe,1.014
375,2023-01-15 22:07:49.294,SnippingTool.exe,1.013
376,2023-01-15 22:07:50.307,chrome.exe,1.006
377,2023-01-15 22:07:51.313,devenv.exe,1.01
378,2023-01-15 22:07:52.323,SnippingTool.exe,1.011
379,2023-01-15 22:07:53.334,explorer.exe,1.01
380,2023-01-15 22:07:54.344,chrome.exe,38.371
381,2023-01-15 22:08:32.715,SnippingTool.exe,5.061
382,2023-01-15 22:08:37.776,explorer.exe,1.006
383,2023-01-15 22:08:38.782,chrome.exe,10.087
384,2023-01-15 22:08:48.869,SnippingTool.exe,6.065
385,2023-01-15 22:08:54.934,chrome.exe,48.509
386,2023-01-15 22:09:43.443,SnippingTool.exe,1.01
387,2023-01-15 22:09:44.453,chrome.exe,1.009
388,2023-01-15 22:09:45.462,SnippingTool.exe,4.036
389,2023-01-15 22:09:49.498,chrome.exe,1295.082
390,2023-01-15 22:31:24.580,VsDebugConsole.exe,2.017
391,2023-01-15 22:31:26.597,chrome.exe,1257.484
392,2023-01-15 22:52:24.081,VsDebugConsole.exe,1.012
393,2023-01-15 22:52:25.093,chrome.exe,1.012
394,2023-01-15 22:52:26.105,VsDebugConsole.exe,5.053
395,2023-01-15 22:52:31.158,chrome.exe,562.662
396,2023-01-15 23:01:53.820,explorer.exe,3.136
397,2023-01-15 23:01:56.956,chrome.exe,971.634
398,2023-01-15 23:18:08.590,explorer.exe,8.086
399,2023-01-15 23:18:16.676,chrome.exe,21.179
400,2023-01-15 23:18:37.855,SnippingTool.exe,1.013
401,2023-01-15 23:18:38.868,chrome.exe,1.003
402,2023-01-15 23:18:39.871,SnippingTool.exe,5.043
403,2023-01-15 23:18:44.914,chrome.exe,68.572
404,2023-01-15 23:19:53.486,explorer.exe,2.017
405,2023-01-15 23:19:55.503,chrome.exe,51.459
406,2023-01-15 23:20:46.962,explorer.exe,2.033
407,2023-01-15 23:20:48.995,chrome.exe,97.896
408,2023-01-15 23:22:26.891,explorer.exe,2.008
409,2023-01-15 23:22:28.899,chrome.exe,46.432
410,2023-01-15 23:23:15.331,explorer.exe,1.009
411,2023-01-15 23:23:16.340,chrome.exe,3.036
412,2023-01-15 23:23:19.376,explorer.exe,2.019
413,2023-01-15 23:23:21.395,chrome.exe,200.898
414,2023-01-15 23:26:42.293,explorer.exe,1.003
415,2023-01-15 23:26:43.296,chrome.exe,406.854
416,2023-01-15 23:33:30.150,explorer.exe,1.005
417,2023-01-15 23:33:31.155,chrome.exe,480.134
418,2023-01-15 23:41:31.289,SnippingTool.exe,1.124
419,2023-01-15 23:41:32.413,chrome.exe,1.006
420,2023-01-15 23:41:33.419,SnippingTool.exe,3.028
421,2023-01-15 23:41:36.447,chrome.exe,83.713
422,2023-01-15 23:43:00.160,SnippingTool.exe,21.155
423,2023-01-15 23:43:21.315,chrome.exe,804.839
424,2023-01-15 23:56:46.154,IDMan.exe,1.01
425,2023-01-15 23:56:47.164,chrome.exe,441.81
426,2023-01-16 00:04:08.974,VsDebugConsole.exe,5.053
427,2023-01-16 00:04:14.027,chrome.exe,740.29
428,2023-01-16 00:16:34.317,VsDebugConsole.exe,4.043
429,2023-01-16 00:16:38.360,chrome.exe,1218.733
430,2023-01-16 00:36:57.093,ShellExperienceHost.exe,3.035
431,2023-01-16 00:37:00.128,chrome.exe,170.637
432,2023-01-16 00:39:50.765,explorer.exe,1.003
433,2023-01-16 00:39:51.768,chrome.exe,6.055
434,2023-01-16 00:39:57.823,explorer.exe,1.001
435,2023-01-16 00:39:58.824,chrome.exe,7.063
436,2023-01-16 00:40:05.887,explorer.exe,1.005
437,2023-01-16 00:40:06.892,chrome.exe,38.413
438,2023-01-16 00:40:45.305,explorer.exe,1.009
439,2023-01-16 00:40:46.314,chrome.exe,1253.849
440,2023-01-16 01:01:40.163,VsDebugConsole.exe,7.082
441,2023-01-16 01:01:47.245,chrome.exe,663.963
442,2023-01-16 01:12:51.208,explorer.exe,1.007
443,2023-01-16 01:12:52.215,VsDebugConsole.exe,3.04
444,2023-01-16 01:12:55.255,chrome.exe,91.941
445,2023-01-16 01:14:27.196,VsDebugConsole.exe,5.055
446,2023-01-16 01:14:32.251,chrome.exe,204.054
447,2023-01-16 01:17:56.305,VsDebugConsole.exe,2.029
448,2023-01-16 01:17:58.334,chrome.exe,303.082
449,2023-01-16 01:23:01.416,VsDebugConsole.exe,2.013
450,2023-01-16 01:23:03.429,chrome.exe,203.153
451,2023-01-16 01:26:26.582,VsDebugConsole.exe,2.022
452,2023-01-16 01:26:28.604,chrome.exe,306.212
453,2023-01-16 01:31:34.816,VsDebugConsole.exe,1.011
454,2023-01-16 01:31:35.827,chrome.exe,838.62
455,2023-01-16 01:45:34.447,VsDebugConsole.exe,10.099
456,2023-01-16 01:45:44.546,chrome.exe,958.055
457,2023-01-16 02:01:42.601,VsDebugConsole.exe,1.011
458,2023-01-16 02:01:43.612,chrome.exe,521.302
459,2023-01-16 02:10:24.914,VsDebugConsole.exe,3.028
460,2023-01-16 02:10:27.942,chrome.exe,224.613
461,2023-01-16 02:14:12.555,explorer.exe,1.01
462,2023-01-16 02:14:13.565,VsDebugConsole.exe,4.023
463,2023-01-16 02:14:17.588,chrome.exe,856.929
464,2023-01-16 02:28:34.517,VsDebugConsole.exe,3.033
465,2023-01-16 02:28:37.550,chrome.exe,545.273
466,2023-01-16 02:37:42.823,VsDebugConsole.exe,0.0
467,2023-01-16 10:40:44.221,s0,0.0
468,2023-01-16 10:40:44.221,chrome.exe,2.023
